A,AUPPER,ALOWER,UA,AREF,AURL,AR,ARUPPER,ARLOWER,UAR,ARREF,ARURL,ASTROMETRY,B,BUPPER,BLOWER,UB,BREF,BURL,BIGOM,BIGOMUPPER,BIGOMLOWER,UBIGOM,BIGOMREF,BIGOMURL,BINARY,BINARYREF,BINARYURL,BMV,CHI2,COMP,DATE,DEC,DEC_STRING,DENSITY,DENSITYUPPER,DENSITYLOWER,UDENSITY,DENSITYREF,DENSITYURL,DEPTH,DEPTHUPPER,DEPTHLOWER,UDEPTH,DEPTHREF,DEPTHURL,DIST,DISTUPPER,DISTLOWER,UDIST,DISTREF,DISTURL,DR,DRUPPER,DRLOWER,UDR,DRREF,DRURL,DVDT,DVDTUPPER,DVDTLOWER,UDVDT,DVDTREF,DVDTURL,EANAME,EAURL,ECC,ECCUPPER,ECCLOWER,UECC,ECCREF,ECCURL,EOD,ETDNAME,ETDURL,FE,FEUPPER,FELOWER,UFE,FEREF,FEURL,FIRSTREF,FIRSTURL,FREEZE_ECC,GAMMA,GAMMAUPPER,GAMMALOWER,UGAMMA,GAMMAREF,GAMMAURL,GL,GRAVITY,GRAVITYUPPER,GRAVITYLOWER,UGRAVITY,GRAVITYREF,GRAVITYURL,H,HD,HIPP,HR,I,IUPPER,ILOWER,UI,IREF,IURL,IMAGING,J,JSNAME,EPEURL,K,KUPPER,KLOWER,UK,KREF,KURL,KOI,KS,KP,LAMBDA,LAMBDAUPPER,LAMBDALOWER,ULAMBDA,LAMBDAREF,LAMBDAURL,LOGG,LOGGUPPER,LOGGLOWER,ULOGG,LOGGREF,LOGGURL,MASS,MASSUPPER,MASSLOWER,UMASS,MASSREF,MASSURL,MICROLENSING,MSINI,MSINIUPPER,MSINILOWER,UMSINI,MSINIREF,MSINIURL,MSTAR,MSTARUPPER,MSTARLOWER,UMSTAR,MSTARREF,MSTARURL,MULT,NAME,NCOMP,NOBS,OM,OMUPPER,OMLOWER,UOM,OMREF,OMURL,ORBREF,ORBURL,OTHERNAME,PAR,PARUPPER,PARLOWER,UPAR,PER,PERUPPER,PERLOWER,UPER,PERREF,PERURL,PLANETDISCMETH,R,RUPPER,RLOWER,UR,RREF,RURL,RA,RA_STRING,RHK,RHOSTAR,RHOSTARUPPER,RHOSTARLOWER,URHOSTAR,RHOSTARREF,RHOSTARURL,RMS,RR,RRUPPER,RRLOWER,URR,RRREF,RRURL,RSTAR,RSTARUPPER,RSTARLOWER,URSTAR,RSTARREF,RSTARURL,SAO,SE,SEREF,SEURL,SEDEPTHJ,SEDEPTHJUPPER,SEDEPTHJLOWER,USEDEPTHJ,SEDEPTHJREF,SEDEPTHJURL,SEDEPTHH,SEDEPTHHUPPER,SEDEPTHHLOWER,USEDEPTHH,SEDEPTHHREF,SEDEPTHHURL,SEDEPTHKS,SEDEPTHKSUPPER,SEDEPTHKSLOWER,USEDEPTHKS,SEDEPTHKSREF,SEDEPTHKSURL,SEDEPTHKP,SEDEPTHKPUPPER,SEDEPTHKPLOWER,USEDEPTHKP,SEDEPTHKPREF,SEDEPTHKPURL,SEDEPTH36,SEDEPTH36UPPER,SEDEPTH36LOWER,USEDEPTH36,SEDEPTH36REF,SEDEPTH36URL,SEDEPTH45,SEDEPTH45UPPER,SEDEPTH45LOWER,USEDEPTH45,SEDEPTH45REF,SEDEPTH45URL,SEDEPTH58,SEDEPTH58UPPER,SEDEPTH58LOWER,USEDEPTH58,SEDEPTH58REF,SEDEPTH58URL,SEDEPTH80,SEDEPTH80UPPER,SEDEPTH80LOWER,USEDEPTH80,SEDEPTH80REF
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.168262,0.00280436,0.00280436,0.00280436,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,32.3779,1.09604,1.09604,1.09604,Calculated,,0,0.14,0.23,0.23,0.23,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,,0,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,e,2014,50.55898056,+50:33:32.33,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Kepler-197 e,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-197+e&type=PLANET+HOST,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,1,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,,,,,,,,,,,,,,10.577,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,10.814,Kepler-197,http://exoplanet.eu/star.php?st=Kepler-197,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,623.04,10.535,,,,,,,,4.304,0.053,0.053,0.053,,,0.00208313,0.000307138,0.000307138,0.000307138,estimated from radius; see EOD documentation,,0,,,,,,,,,,,,,1,Kepler-197 e,4,,90,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,KOI-623,,,,,25.209715,0.000387,0.000387,0.000387,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit,0.0811848,0.00356856,0.00356856,0.00356856,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,19.68176111,+19:40:54.34,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,1.12,0.033,0.033,0.033,,,,0,Predicted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.50087,0.0250831,0.0250831,0.0250831,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,304.053,11.6178,11.6178,11.6178,Calculated,,0,,,,,,,,,,,,,0,,,0.628,2.69,b,2002,-18.43612222,-18:26:10.04,,,,,,,,,,,,,32.2997,0.681786,0.654172,0.667979,van Leeuwen 2007,http://adsabs.harvard.edu/abs/2007ASSL..350.....V,,,,,,,,,,,,,HD 141937 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=HD+141937+b&type=PLANET+HOST,0.41,0.01,0.01,0.01,Udry 2002,http://adsabs.harvard.edu/abs/2002A%26A...390..267U,1,,,0.128642,0.03,0.03,0.03,Valenti 2005,http://adsabs.harvard.edu/abs/2005ApJS..159..141V,Udry 2002,http://adsabs.harvard.edu/abs/2002A%26A...390..267U,0,-2.81484,0.135444,0.135444,0.135444,Chubak 2012,http://arxiv.org/abs/1207.6212,,0,0,0,0,CALCULATED,,5.865,141937,77740,,,,,,,,0,6.126,HD 141937,http://exoplanet.eu/star.php?st=HD+141937,234.5,6.4,6.4,6.4,Udry 2002,http://adsabs.harvard.edu/abs/2002A%26A...390..267U,,5.764,,,,,,,,4.41973,0.06,0.06,0.06,Valenti 2005,http://adsabs.harvard.edu/abs/2005ApJS..159..141V,9.4752,0.410905,0.410905,0.410905,Set to MSINI; I unknown,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,0,9.4752,0.410905,0.410905,0.410905,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,1.048,0.043,0.032,0.0375,Takeda 2007,http://adsabs.harvard.edu/abs/2007ApJS..168..297T,0,HD 141937 b,1,81,187.72,0.8,0.8,0.8,Udry 2002,http://adsabs.harvard.edu/abs/2002A%26A...390..267U,Udry 2002,http://adsabs.harvard.edu/abs/2002A%26A...390..267U,,30.96,0.64,0.64,0.64,653.21997,1.21,1.21,1.21,Udry 2002,http://adsabs.harvard.edu/abs/2002A%26A...390..267U,RV,,,,,,,15.871525,+15:52:17.49,-4.93578,,,,,,,8.7,,,,,,,1.06384,0.036555,0.036555,0.036555,Calculated,http://adsabs.harvard.edu/abs/2010A%26ARv..18...67T,159551,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.187804,0.00313044,0.00313044,0.00313044,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,45.3247,21.5843,21.5843,21.5843,Calculated,,0,0.88,0.39,0.39,0.39,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,,0,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,c,2014,38.34001944,+38:20:24.07,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Kepler-405 c,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-405+c&type=PLANET+HOST,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,1,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,,,,,,,,,,,,,,14.172,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,14.543,Kepler-405,http://exoplanet.eu/star.php?st=Kepler-405,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,3057.01,14.056,,,,,,,,4.536,0.3,0.3,0.3,,,0.071727,0.928273,0.928273,0.928273,estimated from radius; see EOD documentation,,0,,,,,,,,,,,,,1,Kepler-405 c,2,,90,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,KOI-3057,,,,,29.726682,0.011477,0.011477,0.011477,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit,0.415737,2.37755,2.37755,2.37755,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,19.4273,+19:25:38.28,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.893,0.425,0.425,0.425,,,,0,Predicted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.271796,0.00452994,0.00452994,0.00452994,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,43.4224,7.21444,7.21444,7.21444,Calculated,,0,0.76,0.27,0.27,0.27,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,,0,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,d,2014,42.16678056,+42:10:00.41,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Kepler-104 d,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-104+d&type=PLANET+HOST,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,1,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,,,,,,,,,,,,,,11.251,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,11.558,Kepler-104,http://exoplanet.eu/star.php?st=Kepler-104,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,111.03,11.209,,,,,,,,4.105,0.1,0.1,0.1,,,0.0392746,0.0129263,0.0129263,0.0129263,estimated from radius; see EOD documentation,,0,,,,,,,,,,,,,1,Kepler-104 d,2,,90,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,KOI-111,,,,,51.755394,0.00016,0.00016,0.00016,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit,0.319386,0.0544206,0.0544206,0.0544206,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,19.17363889,+19:10:25.10,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,1.349,0.223,0.223,0.223,,,,0,Predicted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0454914,0.00075819,0.00075819,0.00075819,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,17.1702,0.860857,0.860857,0.860857,Calculated,,0,0.31,0.23,0.23,0.23,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,,0,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,d,2014,46.56653889,+46:33:59.54,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Kepler-26 d,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-26+d&type=PLANET+HOST,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,1,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,,,,,,,,,,,,,,12.746,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,13.408,Kepler-26,http://exoplanet.eu/star.php?st=Kepler-26,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,250.03,12.63,,,,,,,,4.733,0.2,0.2,0.2,,,0.00371234,0.000690815,0.000690815,0.000690815,estimated from radius; see EOD documentation,,0,,,,,,,,,,,,,1,Kepler-26 d,4,,90,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,KOI-250,,,,,3.543919,1.50E-05,1.50E-05,1.50E-05,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit,0.095459,0.00535284,0.00535284,0.00535284,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,18.99606944,+18:59:45.85,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.571,0.027,0.027,0.027,,,,0,Predicted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0916828,0.00152805,0.00152805,0.00152805,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,29.8027,1.60704,1.60704,1.60704,Calculated,,0,0.68,0.27,0.27,0.27,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,,0,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,b,2014,40.86878889,+40:52:07.64,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Kepler-159 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-159+b&type=PLANET+HOST,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,1,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,,,,,,,,,,,,,,12.53,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,13.104,Kepler-159,http://exoplanet.eu/star.php?st=Kepler-159,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,448.01,12.357,,,,,,,,4.653,0.15,0.15,0.15,,,0.0183139,0.00180413,0.00180413,0.00180413,estimated from radius; see EOD documentation,,0,,,,,,,,,,,,,1,Kepler-159 b,2,,90,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,KOI-448,,,,,10.139623,2.20E-05,2.20E-05,2.20E-05,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit,0.212329,0.0160585,0.0160585,0.0160585,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,19.80468056,+19:48:16.85,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.663,0.034,0.034,0.034,,,,0,Predicted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0499846,0.000833114,0.000833114,0.000833114,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,14.7834,0.912764,0.912764,0.912764,Calculated,,0,,,,,,,,,,,,,0,,,1.015,0.94,b,2011,29.2267,+29:13:36.12,,,,,,,,,,,,,24.4738,0.526188,0.504494,0.515341,van Leeuwen 2007,http://adsabs.harvard.edu/abs/2007ASSL..350.....V,,,,,,,,,,,,,HD 156668 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=HD+156668+b&type=PLANET+HOST,0,,,,Howard 2011,http://adsabs.harvard.edu/abs/2011ApJ...726...73H,1,,,0.05,0.06,0.06,0.06,Howard 2011,http://adsabs.harvard.edu/abs/2011ApJ...726...73H,Howard 2011,http://adsabs.harvard.edu/abs/2011ApJ...726...73H,1,-44.5473,0.109991,0.109991,0.109991,Chubak 2012,http://arxiv.org/abs/1207.6212,,,,,,CALCULATED,,6.117,156668,84607,,,,,,,,0,6.593,HD 156668,http://exoplanet.eu/star.php?st=HD+156668,1.89,0.26,0.26,0.26,Howard 2011,http://adsabs.harvard.edu/abs/2011ApJ...726...73H,,6.004,,,,,,,,4.598,0.12,0.12,0.12,Howard 2011,http://adsabs.harvard.edu/abs/2011ApJ...726...73H,0.0130582,0.00184835,0.00184835,0.00184835,Set to MSINI; I unknown,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,0,0.0130582,0.00184835,0.00184835,0.00184835,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,0.772,0.02,0.02,0.02,Howard 2011,http://adsabs.harvard.edu/abs/2011ApJ...726...73H,0,HD 156668 b,1,86,90,,,,Howard 2011,http://adsabs.harvard.edu/abs/2011ApJ...726...73H,Howard 2011,http://adsabs.harvard.edu/abs/2011ApJ...726...73H,,40.86,0.86,0.86,0.86,4.6455,0.0011,0.0011,0.0011,Howard 2011,http://adsabs.harvard.edu/abs/2011ApJ...726...73H,RV,,,,,,,17.29459444,+17:17:40.54,-4.98,,,,,,,1.74,,,,,,,0.728691,0.0433208,0.0433208,0.0433208,Calculated,http://adsabs.harvard.edu/abs/2010A%26ARv..18...67T,84984,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
